file_path,batter_id,year,chart_type,situation_code,pa_count,split
full_season/628451_2023.npy,628451,2023,full,full,289,train
full_season/630105_2023.npy,630105,2023,full,full,367,train
full_season/641313_2023.npy,641313,2023,full,full,373,train
full_season/641343_2023.npy,641343,2023,full,full,149,train
full_season/641355_2023.npy,641355,2023,full,full,424,train
full_season/641432_2023.npy,641432,2023,full,full,115,train
full_season/641487_2023.npy,641487,2023,full,full,414,train
full_season/641511_2023.npy,641511,2023,full,full,126,train
full_season/641584_2023.npy,641584,2023,full,full,266,train
full_season/641598_2023.npy,641598,2023,full,full,214,train
full_season/641658_2023.npy,641658,2023,full,full,159,test
full_season/641680_2023.npy,641680,2023,full,full,364,train
full_season/641820_2023.npy,641820,2023,full,full,160,test
full_season/641857_2023.npy,641857,2023,full,full,360,train
full_season/641933_2023.npy,641933,2023,full,full,171,train
full_season/641943_2023.npy,641943,2023,full,full,194,train
full_season/642086_2023.npy,642086,2023,full,full,438,train
full_season/642133_2023.npy,642133,2023,full,full,230,test
full_season/642136_2023.npy,642136,2023,full,full,182,train
full_season/642336_2023.npy,642336,2023,full,full,115,train
full_season/642350_2023.npy,642350,2023,full,full,212,test
full_season/642708_2023.npy,642708,2023,full,full,414,train
full_season/642731_2023.npy,642731,2023,full,full,377,val
full_season/643265_2023.npy,643265,2023,full,full,292,train
full_season/643289_2023.npy,643289,2023,full,full,400,train
full_season/643376_2023.npy,643376,2023,full,full,206,train
full_season/643393_2023.npy,643393,2023,full,full,329,train
full_season/643396_2023.npy,643396,2023,full,full,260,train
full_season/643446_2023.npy,643446,2023,full,full,526,train
full_season/643565_2023.npy,643565,2023,full,full,254,train
full_season/645277_2023.npy,645277,2023,full,full,497,train
full_season/645801_2023.npy,645801,2023,full,full,139,val
full_season/646240_2023.npy,646240,2023,full,full,457,train
full_season/647304_2023.npy,647304,2023,full,full,390,train
full_season/649557_2023.npy,649557,2023,full,full,254,train
full_season/649966_2023.npy,649966,2023,full,full,103,train
full_season/650333_2023.npy,650333,2023,full,full,544,train
full_season/650391_2023.npy,650391,2023,full,full,365,test
full_season/650402_2023.npy,650402,2023,full,full,503,train
full_season/650489_2023.npy,650489,2023,full,full,264,test
full_season/650490_2023.npy,650490,2023,full,full,433,train
full_season/650559_2023.npy,650559,2023,full,full,442,train
full_season/650859_2023.npy,650859,2023,full,full,316,val
full_season/655316_2023.npy,655316,2023,full,full,218,train
full_season/656180_2023.npy,656180,2023,full,full,100,test
full_season/656305_2023.npy,656305,2023,full,full,346,train
full_season/656413_2023.npy,656413,2023,full,full,155,train
full_season/656448_2023.npy,656448,2023,full,full,157,train
full_season/656582_2023.npy,656582,2023,full,full,304,train
full_season/656716_2023.npy,656716,2023,full,full,356,train
full_season/656775_2023.npy,656775,2023,full,full,310,train
full_season/656811_2023.npy,656811,2023,full,full,268,train
full_season/656896_2023.npy,656896,2023,full,full,205,train
full_season/656941_2023.npy,656941,2023,full,full,371,train
full_season/656976_2023.npy,656976,2023,full,full,146,train
full_season/657041_2023.npy,657041,2023,full,full,458,train
full_season/657136_2023.npy,657136,2023,full,full,241,train
full_season/657557_2023.npy,657557,2023,full,full,253,val
full_season/657656_2023.npy,657656,2023,full,full,248,train
full_season/657757_2023.npy,657757,2023,full,full,249,train
full_season/658668_2023.npy,658668,2023,full,full,291,train
full_season/660162_2023.npy,660162,2023,full,full,228,train
full_season/660271_2023.npy,660271,2023,full,full,357,train
full_season/660670_2023.npy,660670,2023,full,full,562,train
full_season/660688_2023.npy,660688,2023,full,full,467,train
full_season/660707_2023.npy,660707,2023,full,full,176,val
full_season/660757_2023.npy,660757,2023,full,full,128,train
full_season/660821_2023.npy,660821,2023,full,full,255,train
full_season/661388_2023.npy,661388,2023,full,full,416,train
full_season/662139_2023.npy,662139,2023,full,full,396,train
full_season/663457_2023.npy,663457,2023,full,full,331,train
full_season/663538_2023.npy,663538,2023,full,full,542,train
full_season/663586_2023.npy,663586,2023,full,full,475,test
full_season/663611_2023.npy,663611,2023,full,full,251,train
full_season/663616_2023.npy,663616,2023,full,full,113,val
full_season/663624_2023.npy,663624,2023,full,full,323,train
full_season/663647_2023.npy,663647,2023,full,full,393,val
full_season/663656_2023.npy,663656,2023,full,full,491,val
full_season/663697_2023.npy,663697,2023,full,full,352,train
full_season/663728_2023.npy,663728,2023,full,full,355,train
full_season/663743_2023.npy,663743,2023,full,full,240,train
full_season/663757_2023.npy,663757,2023,full,full,320,train
full_season/663837_2023.npy,663837,2023,full,full,369,val
full_season/663886_2023.npy,663886,2023,full,full,331,train
full_season/663898_2023.npy,663898,2023,full,full,137,test
full_season/663993_2023.npy,663993,2023,full,full,461,train
full_season/664023_2023.npy,664023,2023,full,full,433,train
full_season/664034_2023.npy,664034,2023,full,full,470,train
full_season/664040_2023.npy,664040,2023,full,full,261,train
full_season/664056_2023.npy,664056,2023,full,full,265,train
full_season/664728_2023.npy,664728,2023,full,full,236,val
full_season/664761_2023.npy,664761,2023,full,full,470,train
full_season/664774_2023.npy,664774,2023,full,full,342,train
full_season/664874_2023.npy,664874,2023,full,full,109,train
full_season/664913_2023.npy,664913,2023,full,full,245,test
full_season/664983_2023.npy,664983,2023,full,full,219,train
full_season/665155_2023.npy,665155,2023,full,full,179,train
full_season/665161_2023.npy,665161,2023,full,full,449,train
full_season/665487_2023.npy,665487,2023,full,full,435,test
full_season/665489_2023.npy,665489,2023,full,full,506,test
full_season/665742_2023.npy,665742,2023,full,full,445,train
full_season/665750_2023.npy,665750,2023,full,full,401,train
full_season/665828_2023.npy,665828,2023,full,full,231,train
full_season/665839_2023.npy,665839,2023,full,full,102,train
full_season/665862_2023.npy,665862,2023,full,full,237,train
full_season/665923_2023.npy,665923,2023,full,full,355,train
full_season/665926_2023.npy,665926,2023,full,full,451,train
full_season/666023_2023.npy,666023,2023,full,full,171,val
full_season/666135_2023.npy,666135,2023,full,full,204,train
full_season/666139_2023.npy,666139,2023,full,full,345,test
full_season/666160_2023.npy,666160,2023,full,full,197,train
full_season/666165_2023.npy,666165,2023,full,full,197,train
full_season/666181_2023.npy,666181,2023,full,full,185,train
full_season/666182_2023.npy,666182,2023,full,full,457,train
full_season/666185_2023.npy,666185,2023,full,full,173,val
full_season/666310_2023.npy,666310,2023,full,full,146,train
full_season/666397_2023.npy,666397,2023,full,full,214,train
full_season/666624_2023.npy,666624,2023,full,full,258,train
full_season/666801_2023.npy,666801,2023,full,full,154,train
full_season/666906_2023.npy,666906,2023,full,full,120,train
full_season/666969_2023.npy,666969,2023,full,full,386,train
full_season/666971_2023.npy,666971,2023,full,full,450,train
full_season/667452_2023.npy,667452,2023,full,full,225,train
full_season/667670_2023.npy,667670,2023,full,full,295,train
full_season/668227_2023.npy,668227,2023,full,full,400,train
full_season/668472_2023.npy,668472,2023,full,full,172,train
full_season/668670_2023.npy,668670,2023,full,full,216,test
full_season/668709_2023.npy,668709,2023,full,full,187,train
full_season/668715_2023.npy,668715,2023,full,full,447,train
full_season/668731_2023.npy,668731,2023,full,full,225,train
full_season/668800_2023.npy,668800,2023,full,full,164,train
full_season/668804_2023.npy,668804,2023,full,full,442,test
full_season/668901_2023.npy,668901,2023,full,full,149,train
full_season/668904_2023.npy,668904,2023,full,full,162,train
full_season/668930_2023.npy,668930,2023,full,full,315,test
full_season/668939_2023.npy,668939,2023,full,full,491,train
full_season/669004_2023.npy,669004,2023,full,full,367,train
full_season/669016_2023.npy,669016,2023,full,full,265,train
full_season/669127_2023.npy,669127,2023,full,full,308,val
full_season/669134_2023.npy,669134,2023,full,full,143,test
full_season/669221_2023.npy,669221,2023,full,full,273,train
full_season/669222_2023.npy,669222,2023,full,full,228,train
full_season/669242_2023.npy,669242,2023,full,full,402,train
full_season/669257_2023.npy,669257,2023,full,full,387,train
full_season/669261_2023.npy,669261,2023,full,full,280,val
full_season/669289_2023.npy,669289,2023,full,full,197,train
full_season/669304_2023.npy,669304,2023,full,full,118,train
full_season/669357_2023.npy,669357,2023,full,full,260,train
full_season/669394_2023.npy,669394,2023,full,full,347,test
full_season/669397_2023.npy,669397,2023,full,full,259,train
full_season/669477_2023.npy,669477,2023,full,full,194,train
full_season/669701_2023.npy,669701,2023,full,full,143,train
full_season/669707_2023.npy,669707,2023,full,full,119,train
full_season/669720_2023.npy,669720,2023,full,full,384,train
full_season/669743_2023.npy,669743,2023,full,full,302,val
full_season/670032_2023.npy,670032,2023,full,full,190,train
full_season/670042_2023.npy,670042,2023,full,full,232,test
full_season/670097_2023.npy,670097,2023,full,full,159,train
full_season/670156_2023.npy,670156,2023,full,full,104,train
full_season/670242_2023.npy,670242,2023,full,full,133,train
full_season/670541_2023.npy,670541,2023,full,full,321,train
full_season/670623_2023.npy,670623,2023,full,full,389,train
full_season/670764_2023.npy,670764,2023,full,full,212,train
full_season/670770_2023.npy,670770,2023,full,full,409,train
full_season/671213_2023.npy,671213,2023,full,full,305,val
full_season/671221_2023.npy,671221,2023,full,full,198,train
full_season/671277_2023.npy,671277,2023,full,full,395,train
full_season/671289_2023.npy,671289,2023,full,full,126,train
full_season/671739_2023.npy,671739,2023,full,full,408,train
full_season/672275_2023.npy,672275,2023,full,full,229,train
full_season/672284_2023.npy,672284,2023,full,full,242,train
full_season/672356_2023.npy,672356,2023,full,full,203,train
full_season/672386_2023.npy,672386,2023,full,full,329,train
full_season/672478_2023.npy,672478,2023,full,full,204,train
full_season/672580_2023.npy,672580,2023,full,full,360,train
full_season/672695_2023.npy,672695,2023,full,full,339,test
full_season/672724_2023.npy,672724,2023,full,full,123,train
full_season/672779_2023.npy,672779,2023,full,full,172,train
full_season/672820_2023.npy,672820,2023,full,full,128,train
full_season/673237_2023.npy,673237,2023,full,full,287,train
full_season/673357_2023.npy,673357,2023,full,full,376,val
full_season/673490_2023.npy,673490,2023,full,full,424,train
full_season/673548_2023.npy,673548,2023,full,full,392,train
full_season/673962_2023.npy,673962,2023,full,full,329,train
full_season/676059_2023.npy,676059,2023,full,full,155,train
full_season/676116_2023.npy,676116,2023,full,full,238,test
full_season/676369_2023.npy,676369,2023,full,full,112,train
full_season/676475_2023.npy,676475,2023,full,full,273,train
full_season/676609_2023.npy,676609,2023,full,full,169,train
full_season/676694_2023.npy,676694,2023,full,full,222,train
full_season/676701_2023.npy,676701,2023,full,full,159,test
full_season/676801_2023.npy,676801,2023,full,full,289,train
full_season/677551_2023.npy,677551,2023,full,full,377,train
full_season/677594_2023.npy,677594,2023,full,full,481,val
full_season/677649_2023.npy,677649,2023,full,full,288,train
full_season/677950_2023.npy,677950,2023,full,full,293,test
full_season/677951_2023.npy,677951,2023,full,full,527,train
full_season/678225_2023.npy,678225,2023,full,full,247,train
full_season/678246_2023.npy,678246,2023,full,full,200,train
full_season/678662_2023.npy,678662,2023,full,full,420,train
full_season/678894_2023.npy,678894,2023,full,full,134,train
full_season/679032_2023.npy,679032,2023,full,full,113,train
full_season/679529_2023.npy,679529,2023,full,full,440,train
full_season/680574_2023.npy,680574,2023,full,full,250,train
full_season/680757_2023.npy,680757,2023,full,full,570,val
full_season/680776_2023.npy,680776,2023,full,full,244,train
full_season/680777_2023.npy,680777,2023,full,full,198,train
full_season/680779_2023.npy,680779,2023,full,full,157,train
full_season/680869_2023.npy,680869,2023,full,full,189,train
full_season/680911_2023.npy,680911,2023,full,full,233,train
full_season/680977_2023.npy,680977,2023,full,full,276,train
full_season/681082_2023.npy,681082,2023,full,full,494,train
full_season/681351_2023.npy,681351,2023,full,full,135,train
full_season/681481_2023.npy,681481,2023,full,full,304,train
full_season/681546_2023.npy,681546,2023,full,full,306,train
full_season/682626_2023.npy,682626,2023,full,full,273,val
full_season/682641_2023.npy,682641,2023,full,full,197,train
full_season/682829_2023.npy,682829,2023,full,full,246,test
full_season/682848_2023.npy,682848,2023,full,full,138,train
full_season/682928_2023.npy,682928,2023,full,full,451,train
full_season/682985_2023.npy,682985,2023,full,full,266,test
full_season/682998_2023.npy,682998,2023,full,full,450,train
full_season/683002_2023.npy,683002,2023,full,full,403,train
full_season/683011_2023.npy,683011,2023,full,full,377,train
full_season/683146_2023.npy,683146,2023,full,full,246,train
full_season/683734_2023.npy,683734,2023,full,full,439,train
full_season/686217_2023.npy,686217,2023,full,full,157,val
full_season/686469_2023.npy,686469,2023,full,full,200,train
full_season/686527_2023.npy,686527,2023,full,full,139,train
full_season/686823_2023.npy,686823,2023,full,full,377,train
full_season/686894_2023.npy,686894,2023,full,full,253,train
full_season/687263_2023.npy,687263,2023,full,full,216,train
full_season/687952_2023.npy,687952,2023,full,full,153,train
full_season/691023_2023.npy,691023,2023,full,full,318,train
full_season/691026_2023.npy,691026,2023,full,full,101,train
full_season/693049_2023.npy,693049,2023,full,full,177,train
full_season/807799_2023.npy,807799,2023,full,full,458,train
situational/408234_2023_ahead_R_fastball.npy,408234,2023,situational,ahead_R_fastball,45,test
situational/408234_2023_even_R_fastball.npy,408234,2023,situational,even_R_fastball,48,test
situational/408234_2023_even_R_offspeed.npy,408234,2023,situational,even_R_offspeed,33,test
situational/408234_2023_behind_R_fastball.npy,408234,2023,situational,behind_R_fastball,40,test
situational/444482_2023_ahead_R_fastball.npy,444482,2023,situational,ahead_R_fastball,60,train
situational/444482_2023_even_R_fastball.npy,444482,2023,situational,even_R_fastball,70,train
situational/444482_2023_even_R_offspeed.npy,444482,2023,situational,even_R_offspeed,45,train
situational/444482_2023_behind_R_fastball.npy,444482,2023,situational,behind_R_fastball,44,train
situational/444482_2023_behind_R_offspeed.npy,444482,2023,situational,behind_R_offspeed,59,train
situational/453568_2023_ahead_R_fastball.npy,453568,2023,situational,ahead_R_fastball,40,train
situational/453568_2023_even_R_fastball.npy,453568,2023,situational,even_R_fastball,36,train
situational/453568_2023_even_R_offspeed.npy,453568,2023,situational,even_R_offspeed,41,train
situational/453568_2023_behind_R_fastball.npy,453568,2023,situational,behind_R_fastball,40,train
situational/453568_2023_behind_R_offspeed.npy,453568,2023,situational,behind_R_offspeed,42,train
situational/455117_2023_ahead_R_fastball.npy,455117,2023,situational,ahead_R_fastball,39,train
situational/455117_2023_even_R_fastball.npy,455117,2023,situational,even_R_fastball,40,train
situational/455117_2023_behind_R_offspeed.npy,455117,2023,situational,behind_R_offspeed,32,train
situational/456781_2023_even_R_fastball.npy,456781,2023,situational,even_R_fastball,42,train
situational/456781_2023_behind_R_fastball.npy,456781,2023,situational,behind_R_fastball,43,train
situational/456781_2023_behind_R_offspeed.npy,456781,2023,situational,behind_R_offspeed,34,train
situational/457705_2023_ahead_R_fastball.npy,457705,2023,situational,ahead_R_fastball,41,train
situational/457705_2023_even_R_fastball.npy,457705,2023,situational,even_R_fastball,52,train
situational/457759_2023_ahead_R_fastball.npy,457759,2023,situational,ahead_R_fastball,97,train
situational/457759_2023_ahead_R_offspeed.npy,457759,2023,situational,ahead_R_offspeed,35,train
situational/457759_2023_even_R_fastball.npy,457759,2023,situational,even_R_fastball,64,train
situational/457759_2023_even_R_offspeed.npy,457759,2023,situational,even_R_offspeed,41,train
situational/457759_2023_behind_R_fastball.npy,457759,2023,situational,behind_R_fastball,55,train
situational/457759_2023_behind_R_offspeed.npy,457759,2023,situational,behind_R_offspeed,50,train
situational/462101_2023_ahead_R_fastball.npy,462101,2023,situational,ahead_R_fastball,60,train
situational/462101_2023_even_R_fastball.npy,462101,2023,situational,even_R_fastball,54,train
situational/462101_2023_even_R_offspeed.npy,462101,2023,situational,even_R_offspeed,34,train
situational/462101_2023_behind_R_offspeed.npy,462101,2023,situational,behind_R_offspeed,39,train
situational/467793_2023_ahead_L_fastball.npy,467793,2023,situational,ahead_L_fastball,30,train
situational/467793_2023_ahead_R_fastball.npy,467793,2023,situational,ahead_R_fastball,87,train
situational/467793_2023_ahead_R_offspeed.npy,467793,2023,situational,ahead_R_offspeed,36,train
situational/467793_2023_even_R_fastball.npy,467793,2023,situational,even_R_fastball,72,train
situational/467793_2023_even_R_offspeed.npy,467793,2023,situational,even_R_offspeed,70,train
situational/467793_2023_behind_R_fastball.npy,467793,2023,situational,behind_R_fastball,34,train
situational/467793_2023_behind_R_offspeed.npy,467793,2023,situational,behind_R_offspeed,30,train
situational/474832_2023_ahead_R_fastball.npy,474832,2023,situational,ahead_R_fastball,43,train
situational/474832_2023_even_R_fastball.npy,474832,2023,situational,even_R_fastball,42,train
situational/474832_2023_even_R_offspeed.npy,474832,2023,situational,even_R_offspeed,39,train
situational/493329_2023_ahead_R_fastball.npy,493329,2023,situational,ahead_R_fastball,46,train
situational/493329_2023_even_R_fastball.npy,493329,2023,situational,even_R_fastball,47,train
situational/493329_2023_behind_R_fastball.npy,493329,2023,situational,behind_R_fastball,35,train
situational/500743_2023_ahead_R_fastball.npy,500743,2023,situational,ahead_R_fastball,37,train
situational/500743_2023_even_R_fastball.npy,500743,2023,situational,even_R_fastball,57,train
situational/500743_2023_even_R_offspeed.npy,500743,2023,situational,even_R_offspeed,34,train
situational/500743_2023_behind_R_fastball.npy,500743,2023,situational,behind_R_fastball,36,train
situational/500743_2023_behind_R_offspeed.npy,500743,2023,situational,behind_R_offspeed,42,train
situational/500871_2023_behind_R_offspeed.npy,500871,2023,situational,behind_R_offspeed,30,train
situational/502054_2023_ahead_L_fastball.npy,502054,2023,situational,ahead_L_fastball,30,train
situational/502054_2023_ahead_R_fastball.npy,502054,2023,situational,ahead_R_fastball,61,train
situational/502054_2023_even_R_fastball.npy,502054,2023,situational,even_R_fastball,43,train
situational/502054_2023_behind_R_offspeed.npy,502054,2023,situational,behind_R_offspeed,32,train
situational/502110_2023_ahead_R_fastball.npy,502110,2023,situational,ahead_R_fastball,40,train
situational/502110_2023_even_R_fastball.npy,502110,2023,situational,even_R_fastball,51,train
situational/502110_2023_behind_R_fastball.npy,502110,2023,situational,behind_R_fastball,37,train
situational/502110_2023_behind_R_offspeed.npy,502110,2023,situational,behind_R_offspeed,34,train
situational/502671_2023_ahead_R_fastball.npy,502671,2023,situational,ahead_R_fastball,56,train
situational/502671_2023_even_R_fastball.npy,502671,2023,situational,even_R_fastball,93,train
situational/502671_2023_even_R_offspeed.npy,502671,2023,situational,even_R_offspeed,53,train
situational/502671_2023_behind_R_fastball.npy,502671,2023,situational,behind_R_fastball,55,train
situational/502671_2023_behind_R_offspeed.npy,502671,2023,situational,behind_R_offspeed,47,train
situational/514888_2023_ahead_R_fastball.npy,514888,2023,situational,ahead_R_fastball,32,train
situational/514888_2023_even_R_fastball.npy,514888,2023,situational,even_R_fastball,45,train
situational/514888_2023_even_R_offspeed.npy,514888,2023,situational,even_R_offspeed,31,train
situational/514888_2023_behind_R_fastball.npy,514888,2023,situational,behind_R_fastball,30,train
situational/514888_2023_behind_R_offspeed.npy,514888,2023,situational,behind_R_offspeed,46,train
situational/516416_2023_even_R_fastball.npy,516416,2023,situational,even_R_fastball,43,train
situational/516416_2023_even_R_offspeed.npy,516416,2023,situational,even_R_offspeed,34,train
situational/516416_2023_behind_R_fastball.npy,516416,2023,situational,behind_R_fastball,34,train
situational/516416_2023_behind_R_offspeed.npy,516416,2023,situational,behind_R_offspeed,44,train
situational/516782_2023_ahead_R_fastball.npy,516782,2023,situational,ahead_R_fastball,35,train
situational/516782_2023_even_R_fastball.npy,516782,2023,situational,even_R_fastball,35,train
situational/516782_2023_behind_R_fastball.npy,516782,2023,situational,behind_R_fastball,43,train
situational/516782_2023_behind_R_offspeed.npy,516782,2023,situational,behind_R_offspeed,34,train
